#com.redshiftdev.Sync-Solver-Health-Export (2.3.31),,
asleep-start-date-time,asleep-end-date-time,minutes-asleep
2017-04-28T21:45:00-04:00,2017-04-28T23:17:00-04:00,92
2017-04-28T23:45:00-04:00,2017-04-29T01:00:00-04:00,75
2017-04-29T01:15:00-04:00,2017-04-29T02:30:00-04:00,75
2017-04-29T02:39:00-04:00,2017-04-29T03:26:00-04:00,47
2017-04-29T03:47:00-04:00,2017-04-29T04:02:00-04:00,15
2017-04-29T05:00:00-04:00,2017-04-29T09:00:00-04:00,240
2017-04-30T01:11:00-04:00,2017-04-30T01:30:00-04:00,19
2017-04-30T02:04:00-04:00,2017-04-30T02:18:00-04:00,14
2017-04-30T02:21:00-04:00,2017-04-30T02:45:00-04:00,24
2017-04-30T02:45:00-04:00,2017-04-30T03:50:00-04:00,65
2017-04-30T04:00:00-04:00,2017-04-30T04:15:00-04:00,15
2017-04-30T04:30:00-04:00,2017-04-30T05:22:00-04:00,52
2017-04-30T05:30:00-04:00,2017-04-30T05:45:00-04:00,15
2017-04-30T06:29:00-04:00,2017-04-30T06:44:00-04:00,15
2017-04-30T07:00:00-04:00,2017-04-30T07:28:00-04:00,28
2017-04-30T08:17:00-04:00,2017-04-30T09:22:00-04:00,65
2017-04-30T10:32:00-04:00,2017-04-30T10:43:00-04:00,11
2017-04-30T11:00:00-04:00,2017-04-30T11:28:00-04:00,28
2017-04-30T12:01:00-04:00,2017-04-30T12:33:00-04:00,32
2017-05-01T01:16:00-04:00,2017-05-01T07:15:00-04:00,359
2017-05-01T23:54:00-04:00,2017-05-02T00:30:00-04:00,36
2017-05-02T02:10:00-04:00,2017-05-02T03:00:00-04:00,50
2017-05-02T04:04:00-04:00,2017-05-02T04:15:00-04:00,11
2017-05-02T04:45:00-04:00,2017-05-02T05:27:00-04:00,42
2017-05-02T05:32:00-04:00,2017-05-02T05:45:00-04:00,13
2017-05-02T06:28:00-04:00,2017-05-02T06:45:00-04:00,17
2017-05-02T07:40:00-04:00,2017-05-02T07:57:00-04:00,17
2017-05-03T00:30:00-04:00,2017-05-03T00:45:00-04:00,15
2017-05-03T01:55:00-04:00,2017-05-03T03:16:00-04:00,81
2017-05-03T03:52:00-04:00,2017-05-03T04:15:00-04:00,23
2017-05-03T05:15:00-04:00,2017-05-03T05:30:00-04:00,15
2017-05-03T06:30:00-04:00,2017-05-03T07:00:00-04:00,30
2017-05-04T00:16:00-04:00,2017-05-04T05:15:00-04:00,299
2017-05-04T22:41:00-04:00,2017-05-05T02:00:00-04:00,199
2017-05-05T02:15:00-04:00,2017-05-05T06:46:00-04:00,271
2017-05-06T01:32:00-04:00,2017-05-06T06:28:00-04:00,296
2017-05-06T21:17:00-04:00,2017-05-06T22:17:00-04:00,60
2017-05-06T23:45:00-04:00,2017-05-07T07:37:00-04:00,472
2017-05-07T23:45:00-04:00,2017-05-08T00:15:00-04:00,30
2017-05-08T00:31:00-04:00,2017-05-08T01:00:00-04:00,29
2017-05-08T01:25:00-04:00,2017-05-08T01:44:00-04:00,19
2017-05-08T02:16:00-04:00,2017-05-08T03:00:00-04:00,44
2017-05-08T03:15:00-04:00,2017-05-08T03:30:00-04:00,15
2017-05-08T04:30:00-04:00,2017-05-08T04:45:00-04:00,15
2017-05-08T06:17:00-04:00,2017-05-08T06:44:00-04:00,27
2017-05-08T07:00:00-04:00,2017-05-08T07:15:00-04:00,15
2017-05-08T22:30:00-04:00,2017-05-08T22:59:00-04:00,29
2017-05-09T00:45:00-04:00,2017-05-09T04:29:00-04:00,224
2017-05-10T00:32:00-04:00,2017-05-10T02:31:00-04:00,119
2017-05-10T02:34:00-04:00,2017-05-10T03:00:00-04:00,26
2017-05-10T03:45:00-04:00,2017-05-10T04:26:00-04:00,41
2017-05-10T04:30:00-04:00,2017-05-10T04:45:00-04:00,15
2017-05-10T05:17:00-04:00,2017-05-10T05:38:00-04:00,21
2017-05-10T22:15:00-04:00,2017-05-10T23:01:00-04:00,46
2017-05-11T00:06:00-04:00,2017-05-11T07:03:00-04:00,417
2017-05-11T08:15:00-04:00,2017-05-11T08:16:00-04:00,1
2017-05-12T00:08:00-04:00,2017-05-12T04:30:00-04:00,262
2017-05-12T05:31:00-04:00,2017-05-12T07:14:00-04:00,103
2017-05-12T16:15:00-04:00,2017-05-12T16:56:00-04:00,41
2017-05-13T00:00:00-04:00,2017-05-13T06:33:00-04:00,393
2017-05-14T00:30:00-04:00,2017-05-14T08:13:00-04:00,463
2017-05-14T12:24:00-04:00,2017-05-14T13:05:00-04:00,41
2017-05-14T15:03:00-04:00,2017-05-14T16:20:00-04:00,77
2017-05-14T22:02:00-04:00,2017-05-14T22:58:00-04:00,56
2017-05-14T23:16:00-04:00,2017-05-15T07:33:00-04:00,497
2017-05-15T10:07:00-04:00,2017-05-15T10:26:00-04:00,19
2017-05-16T00:02:00-04:00,2017-05-16T00:48:00-04:00,46
2017-05-16T01:47:00-04:00,2017-05-16T02:37:00-04:00,50
2017-05-16T02:43:00-04:00,2017-05-16T04:57:00-04:00,134
2017-05-16T05:59:00-04:00,2017-05-16T07:29:00-04:00,90
2017-05-17T22:17:00-04:00,2017-05-17T22:38:00-04:00,21
2017-05-18T00:15:00-04:00,2017-05-18T00:43:00-04:00,28
2017-05-18T00:57:00-04:00,2017-05-18T01:15:00-04:00,18
2017-05-18T02:47:00-04:00,2017-05-18T03:00:00-04:00,13
2017-05-18T03:15:00-04:00,2017-05-18T04:15:00-04:00,60
2017-05-18T04:46:00-04:00,2017-05-18T05:00:00-04:00,14
2017-05-18T05:15:00-04:00,2017-05-18T05:56:00-04:00,41
2017-05-18T15:30:00-04:00,2017-05-18T16:01:00-04:00,31
2017-05-18T22:47:00-04:00,2017-05-18T23:08:00-04:00,21
2017-05-18T23:40:00-04:00,2017-05-19T00:01:00-04:00,21
2017-05-19T02:01:00-04:00,2017-05-19T02:25:00-04:00,24
2017-05-19T03:00:00-04:00,2017-05-19T03:20:00-04:00,20
2017-05-19T03:45:00-04:00,2017-05-19T04:27:00-04:00,42
2017-05-19T04:54:00-04:00,2017-05-19T05:30:00-04:00,36
2017-05-19T05:39:00-04:00,2017-05-19T06:13:00-04:00,34
2017-05-20T01:30:00-04:00,2017-05-20T07:03:00-04:00,333
2017-05-20T23:15:00-04:00,2017-05-20T23:29:00-04:00,14
2017-05-21T00:08:00-04:00,2017-05-21T02:46:00-04:00,158
2017-05-21T02:52:00-04:00,2017-05-21T08:24:00-04:00,332
2017-05-21T11:49:00-04:00,2017-05-21T12:27:00-04:00,38
2017-05-21T23:45:00-04:00,2017-05-22T04:00:00-04:00,255
2017-05-22T12:28:00-04:00,2017-05-22T13:26:00-04:00,58
2017-05-22T23:00:00-04:00,2017-05-22T23:28:00-04:00,28
2017-05-22T23:33:00-04:00,2017-05-23T00:15:00-04:00,42
2017-05-23T00:35:00-04:00,2017-05-23T00:45:00-04:00,10
2017-05-23T04:47:00-04:00,2017-05-23T05:07:00-04:00,20
2017-05-23T06:12:00-04:00,2017-05-23T06:41:00-04:00,29
2017-05-23T06:44:00-04:00,2017-05-23T07:49:00-04:00,65
2017-05-24T01:10:00-04:00,2017-05-24T02:30:00-04:00,80
2017-05-24T02:45:00-04:00,2017-05-24T03:00:00-04:00,15
2017-05-24T03:17:00-04:00,2017-05-24T03:36:00-04:00,19
2017-05-24T03:44:00-04:00,2017-05-24T04:53:00-04:00,69
2017-05-24T06:16:00-04:00,2017-05-24T06:37:00-04:00,21
2017-05-24T06:48:00-04:00,2017-05-24T07:01:00-04:00,13
2017-05-24T11:30:00-04:00,2017-05-24T13:01:00-04:00,91
2017-05-24T23:31:00-04:00,2017-05-25T06:13:00-04:00,402
2017-05-25T23:47:00-04:00,2017-05-26T07:29:00-04:00,462
2017-05-27T00:45:00-04:00,2017-05-27T06:49:00-04:00,364
2017-05-27T07:07:00-04:00,2017-05-27T09:04:00-04:00,117
2017-05-28T00:16:00-04:00,2017-05-28T06:27:00-04:00,371
2017-05-28T06:30:00-04:00,2017-05-28T07:36:00-04:00,66
2017-05-28T11:30:00-04:00,2017-05-28T11:42:00-04:00,12
2017-05-29T00:17:00-04:00,2017-05-29T03:41:00-04:00,204
2017-05-29T03:46:00-04:00,2017-05-29T08:47:00-04:00,301
2017-05-29T22:49:00-04:00,2017-05-29T23:16:00-04:00,27
2017-05-30T00:01:00-04:00,2017-05-30T05:28:00-04:00,327
2017-05-30T22:30:00-04:00,2017-05-30T23:48:00-04:00,78
2017-05-31T01:00:00-04:00,2017-05-31T01:15:00-04:00,15
2017-05-31T04:00:00-04:00,2017-05-31T04:15:00-04:00,15
2017-05-31T04:30:00-04:00,2017-05-31T04:45:00-04:00,15
2017-05-31T05:00:00-04:00,2017-05-31T05:30:00-04:00,30
2017-05-31T23:38:00-04:00,2017-06-01T00:01:00-04:00,23
2017-06-01T00:41:00-04:00,2017-06-01T00:48:00-04:00,7
2017-06-01T01:17:00-04:00,2017-06-01T02:45:00-04:00,88
2017-06-01T02:45:00-04:00,2017-06-01T03:30:00-04:00,45
2017-06-01T03:45:00-04:00,2017-06-01T05:43:00-04:00,118
2017-06-01T05:57:00-04:00,2017-06-01T07:33:00-04:00,96
2017-06-02T01:00:00-04:00,2017-06-02T03:27:00-04:00,147
2017-06-02T03:44:00-04:00,2017-06-02T07:13:00-04:00,209
2017-06-02T22:37:00-04:00,2017-06-03T06:38:00-04:00,481
2017-06-04T02:14:00-04:00,2017-06-04T02:35:00-04:00,21
2017-06-04T04:15:00-04:00,2017-06-04T04:45:00-04:00,30
2017-06-04T05:44:00-04:00,2017-06-04T05:45:00-04:00,1
2017-06-04T06:17:00-04:00,2017-06-04T07:42:00-04:00,85
2017-06-04T23:49:00-04:00,2017-06-05T05:25:00-04:00,336
2017-06-05T20:32:00-04:00,2017-06-05T20:57:00-04:00,25
2017-06-05T22:33:00-04:00,2017-06-05T23:18:00-04:00,45
2017-06-05T23:53:00-04:00,2017-06-06T00:30:00-04:00,37
2017-06-06T00:50:00-04:00,2017-06-06T05:39:00-04:00,289
2017-06-06T05:48:00-04:00,2017-06-06T06:49:00-04:00,61
2017-06-06T23:57:00-04:00,2017-06-07T00:22:00-04:00,25
2017-06-07T00:46:00-04:00,2017-06-07T01:00:00-04:00,14
2017-06-07T01:45:00-04:00,2017-06-07T02:11:00-04:00,26
2017-06-07T04:12:00-04:00,2017-06-07T04:30:00-04:00,18
2017-06-08T00:10:00-04:00,2017-06-08T03:42:00-04:00,212
2017-06-08T03:59:00-04:00,2017-06-08T07:00:00-04:00,181
2017-06-09T00:00:00-04:00,2017-06-09T05:45:00-04:00,345
2017-06-09T06:46:00-04:00,2017-06-09T07:00:00-04:00,14
2017-06-10T02:02:00-04:00,2017-06-10T02:15:00-04:00,13
2017-06-10T02:15:00-04:00,2017-06-10T03:00:00-04:00,45
2017-06-10T03:29:00-04:00,2017-06-10T03:58:00-04:00,29
2017-06-10T05:41:00-04:00,2017-06-10T06:03:00-04:00,22
2017-06-11T00:15:00-04:00,2017-06-11T08:29:00-04:00,494
2017-06-11T16:29:00-04:00,2017-06-11T17:20:00-04:00,51
2017-06-11T17:30:00-04:00,2017-06-11T17:59:00-04:00,29
2017-06-12T01:19:00-04:00,2017-06-12T02:00:00-04:00,41
2017-06-12T02:15:00-04:00,2017-06-12T07:48:00-04:00,333
2017-06-13T01:04:00-04:00,2017-06-13T01:55:00-04:00,51
2017-06-13T02:07:00-04:00,2017-06-13T03:03:00-04:00,56
2017-06-13T03:18:00-04:00,2017-06-13T05:16:00-04:00,118
2017-06-13T05:44:00-04:00,2017-06-13T07:26:00-04:00,102
2017-06-13T22:34:00-04:00,2017-06-13T23:17:00-04:00,43
2017-06-13T23:46:00-04:00,2017-06-14T01:23:00-04:00,97
2017-06-14T01:30:00-04:00,2017-06-14T06:30:00-04:00,300
2017-06-14T22:32:00-04:00,2017-06-15T00:58:00-04:00,146
2017-06-15T03:45:00-04:00,2017-06-15T04:15:00-04:00,30
2017-06-15T05:28:00-04:00,2017-06-15T05:50:00-04:00,22
2017-06-15T22:33:00-04:00,2017-06-16T05:41:00-04:00,428
2017-06-17T00:18:00-04:00,2017-06-17T01:29:00-04:00,71
2017-06-17T02:28:00-04:00,2017-06-17T09:44:00-04:00,436
2017-06-18T01:00:00-04:00,2017-06-18T01:56:00-04:00,56
2017-06-18T02:06:00-04:00,2017-06-18T09:18:00-04:00,432
2017-06-18T13:00:00-04:00,2017-06-18T13:32:00-04:00,32
2017-06-18T23:30:00-04:00,2017-06-19T01:36:00-04:00,126
2017-06-19T01:48:00-04:00,2017-06-19T06:31:00-04:00,283
2017-06-20T00:46:00-04:00,2017-06-20T01:00:00-04:00,14
2017-06-20T01:30:00-04:00,2017-06-20T01:45:00-04:00,15
2017-06-20T02:00:00-04:00,2017-06-20T02:45:00-04:00,45
2017-06-20T03:15:00-04:00,2017-06-20T03:37:00-04:00,22
2017-06-20T03:47:00-04:00,2017-06-20T04:07:00-04:00,20
2017-06-20T04:30:00-04:00,2017-06-20T04:45:00-04:00,15
2017-06-20T04:53:00-04:00,2017-06-20T05:15:00-04:00,22
2017-06-20T06:00:00-04:00,2017-06-20T06:28:00-04:00,28
2017-06-20T06:46:00-04:00,2017-06-20T07:12:00-04:00,26
2017-06-20T14:15:00-04:00,2017-06-20T14:33:00-04:00,18
2017-06-20T14:45:00-04:00,2017-06-20T15:18:00-04:00,33
2017-06-26T23:31:00-04:00,2017-06-27T00:09:00-04:00,38
2017-06-27T00:30:00-04:00,2017-06-27T04:46:00-04:00,256
2017-06-27T05:05:00-04:00,2017-06-27T05:54:00-04:00,49
2017-06-27T23:15:00-04:00,2017-06-28T00:54:00-04:00,99
2017-06-28T01:00:00-04:00,2017-06-28T01:31:00-04:00,31
2017-06-28T02:01:00-04:00,2017-06-28T05:13:00-04:00,192
2017-06-28T05:35:00-04:00,2017-06-28T06:28:00-04:00,53
2017-06-28T07:19:00-04:00,2017-06-28T07:48:00-04:00,29
2017-06-28T22:30:00-04:00,2017-06-28T23:17:00-04:00,47
2017-06-28T23:33:00-04:00,2017-06-29T05:22:00-04:00,349
2017-06-29T07:27:00-04:00,2017-06-29T07:50:00-04:00,23
2017-06-30T00:51:00-04:00,2017-06-30T06:42:00-04:00,351
2017-07-01T20:45:00-04:00,2017-07-02T00:32:00-04:00,227
2017-07-02T02:02:00-04:00,2017-07-02T02:15:00-04:00,13
2017-07-02T02:44:00-04:00,2017-07-02T03:00:00-04:00,16
2017-07-02T03:31:00-04:00,2017-07-02T03:45:00-04:00,14
2017-07-02T21:28:00-04:00,2017-07-03T05:09:00-04:00,461
2017-07-03T20:30:00-04:00,2017-07-03T21:36:00-04:00,66
2017-07-03T21:45:00-04:00,2017-07-03T23:04:00-04:00,79
2017-07-03T23:15:00-04:00,2017-07-04T04:19:00-04:00,304
2017-07-04T07:03:00-04:00,2017-07-04T07:32:00-04:00,29
2017-07-04T19:00:00-04:00,2017-07-04T21:29:00-04:00,149
2017-07-04T21:45:00-04:00,2017-07-05T04:49:00-04:00,424
2017-07-05T20:00:00-04:00,2017-07-05T20:29:00-04:00,29
2017-07-06T00:23:00-04:00,2017-07-06T00:58:00-04:00,35
2017-07-06T01:16:00-04:00,2017-07-06T01:30:00-04:00,14
2017-07-06T01:44:00-04:00,2017-07-06T02:13:00-04:00,29
2017-07-06T02:15:00-04:00,2017-07-06T02:36:00-04:00,21
2017-07-06T07:44:00-04:00,2017-07-06T07:45:00-04:00,1
2017-07-07T12:44:00-04:00,2017-07-07T14:39:00-04:00,115
2017-07-07T22:30:00-04:00,2017-07-08T05:59:00-04:00,449
2017-07-08T21:03:00-04:00,2017-07-08T21:17:00-04:00,14
2017-07-08T21:45:00-04:00,2017-07-09T01:00:00-04:00,195
2017-07-09T22:30:00-04:00,2017-07-09T23:00:00-04:00,30
2017-07-09T23:31:00-04:00,2017-07-10T01:09:00-04:00,98
2017-07-10T01:29:00-04:00,2017-07-10T05:56:00-04:00,267
2017-07-10T22:30:00-04:00,2017-07-11T05:15:00-04:00,405
2017-07-11T06:58:00-04:00,2017-07-11T08:03:00-04:00,65
2017-07-11T23:17:00-04:00,2017-07-12T04:58:00-04:00,341
2017-07-13T00:15:00-04:00,2017-07-13T02:38:00-04:00,143
2017-07-13T03:05:00-04:00,2017-07-13T05:29:00-04:00,144
2017-07-13T05:42:00-04:00,2017-07-13T07:48:00-04:00,126
2017-07-13T17:51:00-04:00,2017-07-13T18:14:00-04:00,23
2017-07-13T23:15:00-04:00,2017-07-14T01:39:00-04:00,144
2017-07-14T01:43:00-04:00,2017-07-14T06:13:00-04:00,270
2017-07-14T06:45:00-04:00,2017-07-14T07:43:00-04:00,58
2017-07-15T00:27:00-04:00,2017-07-15T05:17:00-04:00,290
2017-07-15T05:31:00-04:00,2017-07-15T07:16:00-04:00,105
2017-07-15T10:44:00-04:00,2017-07-15T11:58:00-04:00,74
2017-07-16T00:01:00-04:00,2017-07-16T00:30:00-04:00,29
2017-07-16T00:47:00-04:00,2017-07-16T02:44:00-04:00,117
2017-07-16T03:02:00-04:00,2017-07-16T05:59:00-04:00,177
2017-07-16T06:45:00-04:00,2017-07-16T07:11:00-04:00,26
2017-07-16T07:13:00-04:00,2017-07-16T08:20:00-04:00,67
2017-07-16T23:46:00-04:00,2017-07-17T02:57:00-04:00,191
2017-07-17T03:19:00-04:00,2017-07-17T05:29:00-04:00,130
2017-07-17T08:00:00-04:00,2017-07-17T08:22:00-04:00,22
2017-07-17T23:17:00-04:00,2017-07-17T23:55:00-04:00,38
2017-07-18T00:01:00-04:00,2017-07-18T00:48:00-04:00,47
2017-07-18T01:02:00-04:00,2017-07-18T07:04:00-04:00,362
2017-07-19T23:43:00-04:00,2017-07-20T00:13:00-04:00,30
2017-07-20T00:27:00-04:00,2017-07-20T06:30:00-04:00,363
2017-07-21T00:00:00-04:00,2017-07-21T02:34:00-04:00,154
2017-07-21T03:31:00-04:00,2017-07-21T03:45:00-04:00,14
2017-07-21T06:55:00-04:00,2017-07-21T07:19:00-04:00,24
2017-07-21T08:32:00-04:00,2017-07-21T08:47:00-04:00,15
2017-07-21T23:31:00-04:00,2017-07-22T03:08:00-04:00,217
2017-07-22T03:18:00-04:00,2017-07-22T06:32:00-04:00,194
2017-07-22T06:48:00-04:00,2017-07-22T08:15:00-04:00,87
2017-07-23T02:15:00-04:00,2017-07-23T07:54:00-04:00,339
2017-07-23T10:25:00-04:00,2017-07-23T10:55:00-04:00,30
2017-07-24T00:00:00-04:00,2017-07-24T01:11:00-04:00,71
2017-07-24T01:16:00-04:00,2017-07-24T04:00:00-04:00,164
2017-07-24T04:13:00-04:00,2017-07-24T07:30:00-04:00,197
2017-07-25T00:15:00-04:00,2017-07-25T03:35:00-04:00,200
2017-07-25T03:47:00-04:00,2017-07-25T04:25:00-04:00,38
2017-07-25T04:32:00-04:00,2017-07-25T06:30:00-04:00,118
2017-07-25T07:02:00-04:00,2017-07-25T08:03:00-04:00,61
2017-07-25T22:23:00-04:00,2017-07-25T23:32:00-04:00,69
2017-07-26T01:30:00-04:00,2017-07-26T07:58:00-04:00,388
2017-07-26T16:45:00-04:00,2017-07-26T17:14:00-04:00,29
2017-07-26T23:59:00-04:00,2017-07-27T00:35:00-04:00,36
2017-07-27T03:11:00-04:00,2017-07-27T03:57:00-04:00,46
2017-07-27T04:00:00-04:00,2017-07-27T07:04:00-04:00,184
2017-07-27T23:01:00-04:00,2017-07-28T01:14:00-04:00,133
2017-07-28T01:46:00-04:00,2017-07-28T03:00:00-04:00,74
2017-07-28T23:36:00-04:00,2017-07-29T02:15:00-04:00,159
2017-07-29T02:30:00-04:00,2017-07-29T08:57:00-04:00,387
2017-07-29T15:00:00-04:00,2017-07-29T15:58:00-04:00,58
2017-07-30T00:30:00-04:00,2017-07-30T01:31:00-04:00,61
2017-07-30T01:45:00-04:00,2017-07-30T04:21:00-04:00,156
2017-07-30T04:31:00-04:00,2017-07-30T06:12:00-04:00,101
2017-07-30T17:29:00-04:00,2017-07-30T18:14:00-04:00,45
2017-07-31T00:13:00-04:00,2017-07-31T03:38:00-04:00,205
2017-07-31T03:44:00-04:00,2017-07-31T07:11:00-04:00,207
2017-07-31T22:32:00-04:00,2017-08-01T00:28:00-04:00,116
2017-08-01T01:01:00-04:00,2017-08-01T01:41:00-04:00,40
2017-08-01T02:48:00-04:00,2017-08-01T08:05:00-04:00,317
2017-08-01T22:03:00-04:00,2017-08-02T00:07:00-04:00,124
2017-08-02T00:32:00-04:00,2017-08-02T02:19:00-04:00,107
2017-08-02T02:30:00-04:00,2017-08-02T06:00:00-04:00,210
2017-08-03T00:50:00-04:00,2017-08-03T02:43:00-04:00,113
2017-08-03T02:59:00-04:00,2017-08-03T08:16:00-04:00,317
2017-08-03T23:30:00-04:00,2017-08-04T08:00:00-04:00,510
2017-08-05T02:15:00-04:00,2017-08-05T03:15:00-04:00,60
2017-08-05T03:34:00-04:00,2017-08-05T06:59:00-04:00,205
2017-08-05T07:30:00-04:00,2017-08-05T07:55:00-04:00,25
2017-08-07T23:31:00-04:00,2017-08-08T00:19:00-04:00,48
2017-08-08T00:45:00-04:00,2017-08-08T06:39:00-04:00,354
2017-08-09T00:15:00-04:00,2017-08-09T00:30:00-04:00,15
2017-08-09T01:03:00-04:00,2017-08-09T07:08:00-04:00,365
2017-08-09T09:16:00-04:00,2017-08-09T09:45:00-04:00,29
2017-08-09T23:30:00-04:00,2017-08-10T00:41:00-04:00,71
2017-08-10T01:02:00-04:00,2017-08-10T07:59:00-04:00,417
2017-08-10T23:15:00-04:00,2017-08-11T02:44:00-04:00,209
2017-08-11T02:54:00-04:00,2017-08-11T07:21:00-04:00,267
2017-08-11T22:30:00-04:00,2017-08-11T22:59:00-04:00,29
2017-08-11T23:48:00-04:00,2017-08-12T04:18:00-04:00,270
2017-08-12T06:15:00-04:00,2017-08-12T07:37:00-04:00,82
2017-08-12T17:29:00-04:00,2017-08-12T17:42:00-04:00,13
2017-08-12T23:06:00-04:00,2017-08-13T05:13:00-04:00,367
2017-08-13T05:48:00-04:00,2017-08-13T06:00:00-04:00,12
2017-08-13T06:30:00-04:00,2017-08-13T07:00:00-04:00,30
2017-08-13T23:53:00-04:00,2017-08-14T05:10:00-04:00,317
2017-08-15T01:30:00-04:00,2017-08-15T01:53:00-04:00,23
2017-08-15T02:04:00-04:00,2017-08-15T03:59:00-04:00,115
2017-08-15T04:18:00-04:00,2017-08-15T07:14:00-04:00,176
2017-08-15T22:45:00-04:00,2017-08-16T05:59:00-04:00,434
2017-08-16T23:00:00-04:00,2017-08-17T06:09:00-04:00,429
2017-08-17T23:50:00-04:00,2017-08-18T06:33:00-04:00,403
2017-08-18T23:02:00-04:00,2017-08-19T05:32:00-04:00,390
2017-08-19T05:45:00-04:00,2017-08-19T08:22:00-04:00,157
2017-08-20T02:31:00-04:00,2017-08-20T03:09:00-04:00,38
2017-08-20T03:15:00-04:00,2017-08-20T03:52:00-04:00,37
2017-08-20T04:27:00-04:00,2017-08-20T06:20:00-04:00,113
2017-08-20T06:38:00-04:00,2017-08-20T10:23:00-04:00,225
2017-08-20T23:00:00-04:00,2017-08-21T05:44:00-04:00,404
2017-08-21T06:00:00-04:00,2017-08-21T06:58:00-04:00,58
2017-08-22T00:17:00-04:00,2017-08-22T07:17:00-04:00,420
2017-08-22T10:45:00-04:00,2017-08-22T11:18:00-04:00,33
2017-08-22T11:45:00-04:00,2017-08-22T11:46:00-04:00,1
2017-08-22T23:39:00-04:00,2017-08-23T04:16:00-04:00,277
2017-08-23T04:30:00-04:00,2017-08-23T05:42:00-04:00,72
2017-08-23T10:36:00-04:00,2017-08-23T10:48:00-04:00,12
2017-08-23T10:58:00-04:00,2017-08-23T12:44:00-04:00,106
2017-08-23T23:00:00-04:00,2017-08-24T01:58:00-04:00,178
2017-08-24T02:16:00-04:00,2017-08-24T05:51:00-04:00,215
2017-08-24T23:15:00-04:00,2017-08-25T06:47:00-04:00,452
2017-08-27T01:15:00-04:00,2017-08-27T07:48:00-04:00,393
2017-08-27T22:49:00-04:00,2017-08-27T23:55:00-04:00,66
2017-08-28T00:00:00-04:00,2017-08-28T06:27:00-04:00,387
2017-08-28T09:29:00-04:00,2017-08-28T10:50:00-04:00,81
2017-08-28T22:55:00-04:00,2017-08-28T23:59:00-04:00,64
2017-08-29T00:48:00-04:00,2017-08-29T07:39:00-04:00,411
2017-08-29T22:54:00-04:00,2017-08-30T00:03:00-04:00,69
2017-08-30T02:02:00-04:00,2017-08-30T04:53:00-04:00,171
2017-08-30T11:37:00-04:00,2017-08-30T12:18:00-04:00,41
2017-08-31T00:45:00-04:00,2017-08-31T05:01:00-04:00,256
2017-08-31T06:01:00-04:00,2017-08-31T06:15:00-04:00,14
2017-08-31T06:31:00-04:00,2017-08-31T06:45:00-04:00,14
2017-08-31T22:46:00-04:00,2017-09-01T01:13:00-04:00,147
2017-09-01T01:30:00-04:00,2017-09-01T05:10:00-04:00,220
2017-09-01T16:04:00-04:00,2017-09-01T17:10:00-04:00,66
2017-09-01T23:24:00-04:00,2017-09-02T06:17:00-04:00,413
2017-09-02T06:42:00-04:00,2017-09-02T08:54:00-04:00,132
2017-09-02T23:21:00-04:00,2017-09-03T00:13:00-04:00,52
2017-09-03T00:45:00-04:00,2017-09-03T08:23:00-04:00,458
2017-09-04T01:15:00-04:00,2017-09-04T07:44:00-04:00,389
2017-09-04T08:17:00-04:00,2017-09-04T08:44:00-04:00,27
2017-09-04T23:40:00-04:00,2017-09-05T01:41:00-04:00,121
2017-09-05T01:47:00-04:00,2017-09-05T07:43:00-04:00,356
2017-09-06T01:11:00-04:00,2017-09-06T02:41:00-04:00,90
2017-09-06T03:00:00-04:00,2017-09-06T03:43:00-04:00,43
2017-09-06T04:02:00-04:00,2017-09-06T04:26:00-04:00,24
2017-09-06T05:42:00-04:00,2017-09-06T08:02:00-04:00,140
2017-09-06T10:17:00-04:00,2017-09-06T11:05:00-04:00,48
2017-09-06T23:05:00-04:00,2017-09-07T00:04:00-04:00,59
2017-09-07T01:30:00-04:00,2017-09-07T04:48:00-04:00,198
2017-09-07T15:58:00-04:00,2017-09-07T16:22:00-04:00,24
2017-09-07T23:01:00-04:00,2017-09-08T02:14:00-04:00,193
2017-09-08T03:16:00-04:00,2017-09-08T04:00:00-04:00,44
2017-09-08T04:15:00-04:00,2017-09-08T05:15:00-04:00,60
2017-09-08T05:32:00-04:00,2017-09-08T05:56:00-04:00,24
2017-09-08T22:45:00-04:00,2017-09-09T02:12:00-04:00,207
2017-09-09T02:30:00-04:00,2017-09-09T04:51:00-04:00,141
2017-09-09T05:02:00-04:00,2017-09-09T07:32:00-04:00,150
2017-09-10T01:00:00-04:00,2017-09-10T05:34:00-04:00,274
2017-09-10T06:12:00-04:00,2017-09-10T07:11:00-04:00,59
2017-09-10T08:07:00-04:00,2017-09-10T08:42:00-04:00,35
2017-09-10T09:30:00-04:00,2017-09-10T09:45:00-04:00,15
2017-09-11T01:02:00-04:00,2017-09-11T07:30:00-04:00,388
2017-09-11T21:49:00-04:00,2017-09-11T22:43:00-04:00,54
2017-09-11T23:12:00-04:00,2017-09-11T23:43:00-04:00,31
2017-09-11T23:57:00-04:00,2017-09-12T02:11:00-04:00,134
2017-09-12T02:15:00-04:00,2017-09-12T07:26:00-04:00,311
2017-09-12T22:30:00-04:00,2017-09-12T23:58:00-04:00,88
2017-09-13T00:37:00-04:00,2017-09-13T03:05:00-04:00,148
2017-09-13T04:22:00-04:00,2017-09-13T04:45:00-04:00,23
2017-09-13T05:01:00-04:00,2017-09-13T05:15:00-04:00,14
2017-09-13T05:46:00-04:00,2017-09-13T06:00:00-04:00,14
2017-09-13T13:43:00-04:00,2017-09-13T14:14:00-04:00,31
