#com.redshiftdev.Sync-Solver-Health-Export (2.3.31),,
in-bed-start-date-time,in-bed-end-date-time,minutes-in-bed
2017-10-12T20:09:00-04:00,2017-10-13T04:29:00-04:00,500
2017-10-13T21:00:00-04:00,2017-10-14T05:03:00-04:00,483
2017-10-14T11:22:00-04:00,2017-10-14T11:54:00-04:00,32
2017-10-14T17:32:00-04:00,2017-10-15T03:35:00-04:00,603
2017-10-15T19:30:00-04:00,2017-10-16T00:31:00-04:00,301
2017-10-16T02:03:00-04:00,2017-10-16T02:30:00-04:00,27
2017-10-16T21:15:00-04:00,2017-10-16T23:23:00-04:00,128
2017-10-17T22:01:00-04:00,2017-10-18T05:16:00-04:00,435
2017-10-18T23:35:00-04:00,2017-10-19T07:29:00-04:00,474
2017-10-19T22:15:00-04:00,2017-10-20T08:00:00-04:00,585
2017-10-20T21:48:00-04:00,2017-10-21T06:59:00-04:00,551
2017-10-22T01:15:00-04:00,2017-10-22T09:48:00-04:00,513
2017-10-22T23:17:00-04:00,2017-10-23T07:40:00-04:00,503
2017-10-23T22:01:00-04:00,2017-10-24T05:35:00-04:00,454
2017-10-25T00:07:00-04:00,2017-10-25T07:14:00-04:00,427
2017-10-25T13:46:00-04:00,2017-10-25T14:58:00-04:00,72
2017-10-25T23:01:00-04:00,2017-10-26T07:00:00-04:00,479
2017-10-27T00:21:00-04:00,2017-10-27T07:26:00-04:00,425
2017-10-27T22:15:00-04:00,2017-10-28T08:04:00-04:00,589
2017-10-29T01:24:00-04:00,2017-10-29T08:18:00-04:00,414
2017-10-29T10:29:00-04:00,2017-10-29T10:42:00-04:00,13
2017-10-29T23:16:00-04:00,2017-10-30T07:45:00-04:00,509
2017-10-31T00:15:00-04:00,2017-10-31T06:30:00-04:00,375
2017-10-31T23:46:00-04:00,2017-11-01T05:04:00-04:00,318
2017-11-01T11:30:00-04:00,2017-11-01T12:52:00-04:00,82
2017-11-01T23:32:00-04:00,2017-11-02T07:48:00-04:00,496
2017-11-03T01:30:00-04:00,2017-11-03T07:43:00-04:00,373
2017-11-04T01:25:00-04:00,2017-11-04T08:38:00-04:00,433
2017-11-05T00:30:00-04:00,2017-11-05T10:13:00-05:00,643
2017-11-05T22:00:00-05:00,2017-11-05T22:58:00-05:00,58
2017-11-06T01:30:00-05:00,2017-11-06T07:17:00-05:00,347
2017-11-06T10:31:00-05:00,2017-11-06T11:24:00-05:00,53
2017-11-06T22:15:00-05:00,2017-11-07T01:59:00-05:00,224
2017-11-07T23:06:00-05:00,2017-11-08T05:06:00-05:00,360
2017-11-08T06:45:00-05:00,2017-11-08T07:27:00-05:00,42
2017-11-08T23:15:00-05:00,2017-11-09T07:56:00-05:00,521
2017-11-09T10:45:00-05:00,2017-11-09T11:28:00-05:00,43
2017-11-10T00:46:00-05:00,2017-11-10T06:59:00-05:00,373
2017-11-11T01:02:00-05:00,2017-11-11T07:30:00-05:00,388
2017-11-11T14:52:00-05:00,2017-11-11T15:44:00-05:00,52
2017-11-12T00:37:00-05:00,2017-11-12T08:32:00-05:00,475
2017-11-12T23:24:00-05:00,2017-11-13T03:26:00-05:00,242
2017-11-13T22:05:00-05:00,2017-11-14T05:00:00-05:00,415
2017-11-14T10:16:00-05:00,2017-11-14T10:56:00-05:00,40
2017-11-14T22:50:00-05:00,2017-11-15T05:48:00-05:00,418
2017-11-15T23:16:00-05:00,2017-11-16T06:14:00-05:00,418
2017-11-16T23:15:00-05:00,2017-11-17T06:31:00-05:00,436
2017-11-17T23:00:00-05:00,2017-11-18T09:30:00-05:00,630
2017-11-19T01:15:00-05:00,2017-11-19T07:45:00-05:00,390
2017-11-20T01:02:00-05:00,2017-11-20T07:03:00-05:00,361
2017-11-20T09:59:00-05:00,2017-11-20T11:15:00-05:00,76
2017-11-21T02:00:00-05:00,2017-11-21T07:00:00-05:00,300
2017-11-22T01:02:00-05:00,2017-11-22T07:49:00-05:00,407
2017-11-23T04:33:00-05:00,2017-11-23T08:15:00-05:00,222
2017-11-24T01:45:00-05:00,2017-11-24T09:30:00-05:00,465
2017-11-25T01:16:00-05:00,2017-11-25T07:50:00-05:00,394
2017-11-25T09:32:00-05:00,2017-11-25T10:15:00-05:00,43
2017-11-26T02:47:00-05:00,2017-11-26T05:45:00-05:00,178
2017-11-26T07:16:00-05:00,2017-11-26T08:31:00-05:00,75
2017-11-26T10:33:00-05:00,2017-11-26T12:38:00-05:00,125
2017-11-26T23:35:00-05:00,2017-11-27T07:30:00-05:00,475
2017-11-27T22:32:00-05:00,2017-11-28T06:00:00-05:00,448
2017-11-29T01:19:00-05:00,2017-11-29T07:20:00-05:00,361
2017-11-29T12:03:00-05:00,2017-11-29T12:43:00-05:00,40
2017-11-30T00:22:00-05:00,2017-11-30T06:22:00-05:00,360
2017-11-30T10:54:00-05:00,2017-11-30T12:29:00-05:00,95
2017-11-30T22:21:00-05:00,2017-12-01T06:08:00-05:00,467
2017-12-01T23:59:00-05:00,2017-12-02T07:50:00-05:00,471
2017-12-03T02:02:00-05:00,2017-12-03T08:45:00-05:00,403
2017-12-03T22:17:00-05:00,2017-12-04T05:28:00-05:00,431
2017-12-04T23:38:00-05:00,2017-12-05T06:11:00-05:00,393
2017-12-05T21:19:00-05:00,2017-12-06T06:49:00-05:00,570
2017-12-06T22:33:00-05:00,2017-12-07T06:28:00-05:00,475
2017-12-07T23:10:00-05:00,2017-12-08T06:57:00-05:00,467
2017-12-09T00:47:00-05:00,2017-12-09T07:01:00-05:00,374
2017-12-10T01:18:00-05:00,2017-12-10T08:22:00-05:00,424
2017-12-10T12:15:00-05:00,2017-12-10T13:08:00-05:00,53
2017-12-10T21:52:00-05:00,2017-12-11T07:48:00-05:00,596
2017-12-11T23:10:00-05:00,2017-12-12T06:29:00-05:00,439
2017-12-13T01:40:00-05:00,2017-12-13T05:03:00-05:00,203
2017-12-13T10:20:00-05:00,2017-12-13T11:45:00-05:00,85
2017-12-13T22:54:00-05:00,2017-12-14T07:32:00-05:00,518
2017-12-14T13:40:00-05:00,2017-12-14T14:07:00-05:00,27
2017-12-14T22:30:00-05:00,2017-12-15T05:56:00-05:00,446
2017-12-16T01:45:00-05:00,2017-12-16T08:47:00-05:00,422
2017-12-16T12:38:00-05:00,2017-12-16T13:59:00-05:00,81
2017-12-16T23:01:00-05:00,2017-12-17T06:44:00-05:00,463
2017-12-17T23:30:00-05:00,2017-12-18T07:45:00-05:00,495
2017-12-18T15:54:00-05:00,2017-12-18T15:56:00-05:00,2
2017-12-19T00:57:00-05:00,2017-12-19T07:56:00-05:00,419
2017-12-20T01:06:00-05:00,2017-12-20T12:30:00-05:00,684
2017-12-20T23:15:00-05:00,2017-12-21T05:11:00-05:00,356
2017-12-21T23:37:00-05:00,2017-12-22T08:34:00-05:00,537
2017-12-23T01:13:00-05:00,2017-12-23T08:46:00-05:00,453
2017-12-24T00:45:00-05:00,2017-12-24T07:30:00-05:00,405
2017-12-24T14:45:00-05:00,2017-12-24T15:31:00-05:00,46
2017-12-25T03:33:00-05:00,2017-12-25T12:16:00-05:00,523
2017-12-26T00:26:00-05:00,2017-12-26T08:01:00-05:00,455
2017-12-27T01:42:00-05:00,2017-12-27T08:59:00-05:00,437
2017-12-28T00:10:00-05:00,2017-12-28T07:32:00-05:00,442
2017-12-29T02:11:00-05:00,2017-12-29T08:05:00-05:00,354
2017-12-29T15:14:00-05:00,2017-12-29T18:15:00-05:00,181
2017-12-30T02:27:00-05:00,2017-12-30T08:41:00-05:00,374
2017-12-31T00:52:00-05:00,2017-12-31T09:36:00-05:00,524
2017-12-31T15:46:00-05:00,2017-12-31T16:50:00-05:00,64
2018-01-01T02:45:00-05:00,2018-01-01T10:45:00-05:00,480
2018-01-01T23:29:00-05:00,2018-01-02T07:46:00-05:00,497
2018-01-03T01:14:00-05:00,2018-01-03T07:57:00-05:00,403
2018-01-03T12:31:00-05:00,2018-01-03T13:20:00-05:00,49
2018-01-03T21:09:00-05:00,2018-01-04T07:52:00-05:00,643
2018-01-04T22:55:00-05:00,2018-01-05T08:12:00-05:00,557
2018-01-05T23:00:00-05:00,2018-01-06T06:56:00-05:00,476
2018-01-07T00:26:00-05:00,2018-01-07T08:00:00-05:00,454
2018-01-07T23:56:00-05:00,2018-01-08T07:26:00-05:00,450
2018-01-08T23:16:00-05:00,2018-01-09T06:58:00-05:00,462
2018-01-09T23:22:00-05:00,2018-01-10T10:41:00-05:00,679
2018-01-10T23:00:00-05:00,2018-01-11T06:14:00-05:00,434
2018-01-11T23:30:00-05:00,2018-01-12T07:43:00-05:00,493
2018-01-12T15:15:00-05:00,2018-01-12T15:41:00-05:00,26
2018-01-13T01:15:00-05:00,2018-01-13T02:50:00-05:00,95
2018-01-13T09:26:00-05:00,2018-01-13T09:43:00-05:00,17
2018-01-14T00:52:00-05:00,2018-01-14T11:43:00-05:00,651
2018-01-15T01:33:00-05:00,2018-01-15T11:22:00-05:00,589
2018-01-15T23:36:00-05:00,2018-01-16T08:02:00-05:00,506
2018-01-16T16:58:00-05:00,2018-01-16T17:27:00-05:00,29
2018-01-17T00:00:00-05:00,2018-01-17T08:41:00-05:00,521
2018-01-17T22:43:00-05:00,2018-01-18T07:33:00-05:00,530
2018-01-18T13:00:00-05:00,2018-01-18T13:42:00-05:00,42
2018-01-19T00:19:00-05:00,2018-01-19T07:31:00-05:00,432
2018-01-19T13:55:00-05:00,2018-01-19T15:13:00-05:00,78
2018-01-21T00:15:00-05:00,2018-01-21T10:44:00-05:00,629
2018-01-21T22:58:00-05:00,2018-01-22T05:11:00-05:00,373
2018-01-22T13:30:00-05:00,2018-01-22T14:30:00-05:00,60
2018-01-23T00:19:00-05:00,2018-01-23T07:31:00-05:00,432
2018-01-23T22:45:00-05:00,2018-01-24T10:50:00-05:00,725
2018-01-24T23:15:00-05:00,2018-01-25T01:15:00-05:00,120
2018-01-26T01:54:00-05:00,2018-01-26T09:01:00-05:00,427
2018-01-26T23:31:00-05:00,2018-01-27T08:33:00-05:00,542
2018-01-27T13:30:00-05:00,2018-01-27T15:26:00-05:00,116
2018-01-28T00:06:00-05:00,2018-01-28T11:58:00-05:00,712
2018-01-28T22:30:00-05:00,2018-01-29T08:15:00-05:00,585
2018-01-29T23:45:00-05:00,2018-01-30T05:00:00-05:00,315
2018-01-30T22:31:00-05:00,2018-01-31T08:05:00-05:00,574
2018-01-31T22:00:00-05:00,2018-02-01T07:27:00-05:00,567
2018-02-01T23:01:00-05:00,2018-02-02T05:45:00-05:00,404
2018-02-02T11:30:00-05:00,2018-02-02T13:28:00-05:00,118
2018-02-03T00:02:00-05:00,2018-02-03T07:59:00-05:00,477
2018-02-03T23:45:00-05:00,2018-02-04T09:29:00-05:00,584
2018-02-05T22:44:00-05:00,2018-02-06T06:01:00-05:00,437
2018-02-06T22:30:00-05:00,2018-02-07T06:44:00-05:00,494
2018-02-07T14:30:00-05:00,2018-02-07T14:59:00-05:00,29
2018-02-07T22:21:00-05:00,2018-02-08T05:20:00-05:00,419
2018-02-08T11:43:00-05:00,2018-02-08T11:59:00-05:00,16
2018-02-08T22:15:00-05:00,2018-02-09T07:01:00-05:00,526
2018-02-09T22:45:00-05:00,2018-02-10T08:16:00-05:00,571
2018-02-11T02:13:00-05:00,2018-02-11T12:58:00-05:00,645
2018-02-11T22:39:00-05:00,2018-02-12T11:28:00-05:00,769
2018-02-12T23:15:00-05:00,2018-02-13T06:41:00-05:00,446
2018-02-13T11:00:00-05:00,2018-02-13T12:15:00-05:00,75
2018-02-13T22:59:00-05:00,2018-02-14T11:13:00-05:00,734
2018-02-14T17:45:00-05:00,2018-02-14T18:30:00-05:00,45
2018-02-14T23:32:00-05:00,2018-02-15T07:29:00-05:00,477
2018-02-16T00:35:00-05:00,2018-02-16T11:12:00-05:00,637
2018-02-17T01:34:00-05:00,2018-02-17T09:46:00-05:00,492
2018-02-18T01:21:00-05:00,2018-02-18T12:43:00-05:00,682
2018-02-19T01:54:00-05:00,2018-02-19T13:29:00-05:00,695
2018-02-20T00:14:00-05:00,2018-02-20T10:31:00-05:00,617
2018-02-20T17:01:00-05:00,2018-02-20T17:35:00-05:00,34
2018-02-21T01:16:00-05:00,2018-02-21T12:15:00-05:00,659
2018-02-21T22:44:00-05:00,2018-02-22T07:30:00-05:00,526
2018-02-23T01:57:00-05:00,2018-02-23T07:48:00-05:00,351
2018-02-24T01:12:00-05:00,2018-02-24T10:51:00-05:00,579
2018-02-24T16:30:00-05:00,2018-02-24T17:30:00-05:00,60
2018-02-25T00:30:00-05:00,2018-02-25T09:01:00-05:00,511
2018-02-26T01:52:00-05:00,2018-02-26T12:29:00-05:00,637
2018-02-26T23:45:00-05:00,2018-02-27T07:01:00-05:00,436
2018-02-28T01:04:00-05:00,2018-02-28T07:50:00-05:00,406
2018-02-28T14:08:00-05:00,2018-02-28T14:50:00-05:00,42
2018-03-01T00:30:00-05:00,2018-03-01T04:45:00-05:00,255
2018-03-02T00:15:00-05:00,2018-03-02T11:14:00-05:00,659
2018-03-03T00:37:00-05:00,2018-03-03T13:37:00-05:00,780
2018-03-04T01:45:00-05:00,2018-03-04T09:43:00-05:00,478
2018-03-05T00:01:00-05:00,2018-03-05T11:30:00-05:00,689
2018-03-06T01:30:00-05:00,2018-03-06T05:57:00-05:00,267
2018-03-06T22:13:00-05:00,2018-03-07T11:08:00-05:00,775
2018-03-08T00:00:00-05:00,2018-03-08T08:15:00-05:00,495
2018-03-09T00:40:00-05:00,2018-03-09T08:20:00-05:00,460
2018-03-09T13:56:00-05:00,2018-03-09T15:11:00-05:00,75
2018-03-09T23:59:00-05:00,2018-03-10T09:43:00-05:00,584
2018-03-11T03:04:00-04:00,2018-03-11T11:00:00-04:00,476
2018-03-11T21:47:00-04:00,2018-03-12T11:19:00-04:00,812
2018-03-12T22:16:00-04:00,2018-03-13T11:00:00-04:00,764
2018-03-14T01:37:00-04:00,2018-03-14T11:42:00-04:00,605
2018-03-15T01:15:00-04:00,2018-03-15T12:14:00-04:00,659
2018-03-16T01:28:00-04:00,2018-03-16T08:20:00-04:00,412
2018-03-17T00:30:00-04:00,2018-03-17T10:15:00-04:00,585
2018-03-17T22:00:00-04:00,2018-03-18T05:45:00-04:00,465
2018-03-19T01:30:00-04:00,2018-03-19T11:04:00-04:00,574
2018-03-20T00:30:00-04:00,2018-03-20T12:48:00-04:00,738
2018-03-20T21:12:00-04:00,2018-03-21T05:44:00-04:00,512
2018-03-21T12:54:00-04:00,2018-03-21T14:42:00-04:00,108
2018-03-21T23:15:00-04:00,2018-03-22T06:49:00-04:00,454
2018-03-23T00:15:00-04:00,2018-03-23T08:29:00-04:00,494
2018-03-23T23:45:00-04:00,2018-03-24T09:14:00-04:00,569
2018-03-25T01:23:00-04:00,2018-03-25T08:14:00-04:00,411
2018-03-25T23:15:00-04:00,2018-03-26T08:43:00-04:00,568
2018-03-27T00:00:00-04:00,2018-03-27T08:34:00-04:00,514
2018-03-27T13:00:00-04:00,2018-03-27T15:08:00-04:00,128
2018-03-27T22:00:00-04:00,2018-03-28T06:28:00-04:00,508
2018-03-28T15:57:00-04:00,2018-03-28T17:21:00-04:00,84
2018-03-29T00:29:00-04:00,2018-03-29T07:00:00-04:00,391
2018-03-29T11:38:00-04:00,2018-03-29T12:13:00-04:00,35
2018-03-30T01:56:00-04:00,2018-03-30T10:59:00-04:00,543
2018-03-31T00:57:00-04:00,2018-03-31T14:29:00-04:00,812
2018-04-01T01:44:00-04:00,2018-04-01T09:31:00-04:00,467
2018-04-01T21:45:00-04:00,2018-04-02T11:14:00-04:00,809
2018-04-02T23:59:00-04:00,2018-04-03T07:49:00-04:00,470
2018-04-03T13:00:00-04:00,2018-04-03T13:56:00-04:00,56
2018-04-04T00:14:00-04:00,2018-04-04T09:14:00-04:00,540
2018-04-04T13:45:00-04:00,2018-04-04T14:16:00-04:00,31
2018-04-04T21:44:00-04:00,2018-04-05T07:17:00-04:00,573
2018-04-05T23:00:00-04:00,2018-04-06T06:28:00-04:00,448
2018-04-06T10:51:00-04:00,2018-04-06T11:30:00-04:00,39
2018-04-07T00:11:00-04:00,2018-04-07T09:30:00-04:00,559
2018-04-08T01:15:00-04:00,2018-04-08T12:29:00-04:00,674
2018-04-08T17:29:00-04:00,2018-04-08T18:15:00-04:00,46
2018-04-09T00:45:00-04:00,2018-04-09T10:42:00-04:00,597
2018-04-10T00:16:00-04:00,2018-04-10T11:45:00-04:00,689
2018-04-11T00:57:00-04:00,2018-04-11T12:00:00-04:00,663
2018-04-12T00:39:00-04:00,2018-04-12T11:20:00-04:00,641
2018-04-12T22:30:00-04:00,2018-04-13T08:56:00-04:00,626
2018-04-13T14:45:00-04:00,2018-04-13T15:28:00-04:00,43
2018-04-14T00:30:00-04:00,2018-04-14T11:16:00-04:00,646
2018-04-14T16:42:00-04:00,2018-04-14T17:32:00-04:00,50
2018-04-15T01:43:00-04:00,2018-04-15T11:28:00-04:00,585
2018-04-15T23:30:00-04:00,2018-04-16T05:59:00-04:00,389
2018-04-16T11:16:00-04:00,2018-04-16T12:29:00-04:00,73
2018-04-16T23:40:00-04:00,2018-04-17T07:45:00-04:00,485
2018-04-18T00:00:00-04:00,2018-04-18T07:44:00-04:00,464
2018-04-18T15:30:00-04:00,2018-04-18T16:29:00-04:00,59
2018-04-19T00:45:00-04:00,2018-04-19T11:44:00-04:00,659
2018-04-20T00:13:00-04:00,2018-04-20T07:18:00-04:00,425
2018-04-20T23:56:00-04:00,2018-04-21T09:45:00-04:00,589
2018-04-22T02:15:00-04:00,2018-04-22T13:14:00-04:00,659
2018-04-23T00:31:00-04:00,2018-04-23T07:33:00-04:00,422
2018-04-23T16:46:00-04:00,2018-04-23T17:12:00-04:00,26
2018-04-24T01:28:00-04:00,2018-04-24T07:59:00-04:00,391
2018-04-25T00:48:00-04:00,2018-04-25T12:58:00-04:00,730
2018-04-26T01:22:00-04:00,2018-04-26T12:19:00-04:00,657
2018-04-27T00:27:00-04:00,2018-04-27T06:47:00-04:00,380
2018-04-27T23:12:00-04:00,2018-04-28T12:27:00-04:00,795
2018-04-29T02:30:00-04:00,2018-04-29T12:14:00-04:00,584
2018-04-30T01:45:00-04:00,2018-04-30T07:32:00-04:00,347
2018-05-01T00:15:00-04:00,2018-05-01T06:59:00-04:00,404
2018-05-02T01:43:00-04:00,2018-05-02T14:22:00-04:00,759
2018-05-03T00:15:00-04:00,2018-05-03T12:02:00-04:00,707
2018-05-04T00:00:00-04:00,2018-05-04T11:44:00-04:00,704
2018-05-04T23:15:00-04:00,2018-05-05T11:05:00-04:00,710
2018-05-06T01:00:00-04:00,2018-05-06T09:00:00-04:00,480
2018-05-06T22:28:00-04:00,2018-05-07T11:58:00-04:00,810
2018-05-07T22:59:00-04:00,2018-05-08T11:49:00-04:00,770
2018-05-08T23:40:00-04:00,2018-05-09T10:53:00-04:00,673
2018-05-09T22:26:00-04:00,2018-05-10T08:03:00-04:00,577
2018-05-11T00:30:00-04:00,2018-05-11T10:43:00-04:00,613
2018-05-12T02:15:00-04:00,2018-05-12T08:47:00-04:00,392
2018-05-13T00:47:00-04:00,2018-05-13T10:32:00-04:00,585
2018-05-13T16:36:00-04:00,2018-05-13T17:06:00-04:00,30
2018-05-14T00:31:00-04:00,2018-05-14T06:34:00-04:00,363
2018-05-14T23:45:00-04:00,2018-05-15T10:59:00-04:00,674
2018-05-15T23:15:00-04:00,2018-05-16T11:13:00-04:00,718
2018-05-17T00:30:00-04:00,2018-05-17T07:29:00-04:00,419
2018-05-17T23:01:00-04:00,2018-05-18T10:31:00-04:00,690
2018-05-19T00:59:00-04:00,2018-05-19T10:29:00-04:00,570
2018-05-19T16:31:00-04:00,2018-05-19T17:15:00-04:00,44
2018-05-20T01:34:00-04:00,2018-05-20T12:43:00-04:00,669
2018-05-20T23:47:00-04:00,2018-05-21T11:28:00-04:00,701
2018-05-22T00:15:00-04:00,2018-05-22T05:27:00-04:00,312
2018-05-22T11:00:00-04:00,2018-05-22T11:45:00-04:00,45
2018-05-23T00:58:00-04:00,2018-05-23T12:18:00-04:00,680
2018-05-23T22:30:00-04:00,2018-05-24T08:30:00-04:00,600
2018-05-25T00:43:00-04:00,2018-05-25T11:42:00-04:00,659
2018-05-26T00:56:00-04:00,2018-05-26T13:03:00-04:00,727
2018-05-27T02:06:00-04:00,2018-05-27T11:30:00-04:00,564
2018-05-28T00:15:00-04:00,2018-05-28T09:11:00-04:00,536
2018-05-29T00:45:00-04:00,2018-05-29T11:11:00-04:00,626
2018-05-30T00:47:00-04:00,2018-05-30T06:13:00-04:00,326
2018-05-30T13:46:00-04:00,2018-05-30T14:14:00-04:00,28
2018-05-30T22:30:00-04:00,2018-05-31T07:02:00-04:00,512
2018-05-31T23:30:00-04:00,2018-06-01T11:34:00-04:00,724
2018-06-02T00:27:00-04:00,2018-06-02T11:28:00-04:00,661
2018-06-03T01:30:00-04:00,2018-06-03T12:35:00-04:00,665
2018-06-03T23:56:32-04:00,2018-06-04T05:34:00-04:00,337.458
2018-06-04T23:35:53-04:00,2018-06-05T06:00:00-04:00,384.116
2018-06-05T14:50:00-04:00,2018-06-05T15:43:00-04:00,53
2018-06-06T01:15:00-04:00,2018-06-06T11:57:00-04:00,642
2018-06-07T01:54:41-04:00,2018-06-07T09:45:00-04:00,470.311
2018-06-07T23:48:00-04:00,2018-06-08T09:34:00-04:00,586
2018-06-09T01:31:00-04:00,2018-06-09T12:58:00-04:00,687
2018-06-10T00:54:13-04:00,2018-06-10T08:48:00-04:00,473.768
2018-06-11T02:15:00-04:00,2018-06-11T06:31:00-04:00,256
2018-06-12T00:06:00-04:00,2018-06-12T10:59:00-04:00,653
2018-06-12T23:34:57-04:00,2018-06-13T09:30:00-04:00,595.034
2018-06-14T01:30:21-04:00,2018-06-14T12:30:00-04:00,659.646
2018-06-14T21:36:09-04:00,2018-06-15T10:43:00-04:00,786.846
2018-06-16T01:05:00-04:00,2018-06-16T12:45:00-04:00,700
2018-06-17T01:00:00-04:00,2018-06-17T09:14:00-04:00,494
2018-06-18T02:01:00-04:00,2018-06-18T12:11:00-04:00,610
2018-06-19T01:31:00-04:00,2018-06-19T06:58:00-04:00,327
2018-06-19T11:00:00-04:00,2018-06-19T11:48:00-04:00,48
2018-06-20T00:56:50-04:00,2018-06-20T08:01:00-04:00,424.16
2018-06-21T00:10:31-04:00,2018-06-21T12:44:00-04:00,753.471
2018-06-22T01:00:00-04:00,2018-06-22T08:28:00-04:00,448
2018-06-22T23:18:19-04:00,2018-06-23T13:43:00-04:00,864.67
2018-06-24T00:25:00-04:00,2018-06-24T14:44:00-04:00,859
2018-06-24T22:42:22-04:00,2018-06-25T07:58:00-04:00,555.619
2018-06-25T17:56:00-04:00,2018-06-25T19:59:00-04:00,123
2018-06-25T23:51:16-04:00,2018-06-26T07:31:00-04:00,459.724
2018-06-27T04:28:00-04:00,2018-06-27T10:27:00-04:00,359
2018-06-27T23:51:00-04:00,2018-06-28T07:13:00-04:00,442
2018-06-28T11:31:00-04:00,2018-06-28T12:44:00-04:00,73
2018-06-29T01:23:00-04:00,2018-06-29T15:00:00-04:00,817
2018-06-30T00:32:00-04:00,2018-06-30T08:44:00-04:00,492
2018-06-30T23:45:00-04:00,2018-07-01T08:11:00-04:00,506
2018-07-01T23:57:07-04:00,2018-07-02T07:28:00-04:00,450.869
2018-07-02T13:52:00-04:00,2018-07-02T14:42:00-04:00,50
2018-07-03T00:58:00-04:00,2018-07-03T08:14:00-04:00,436
2018-07-04T00:32:00-04:00,2018-07-04T10:57:00-04:00,625
2018-07-05T02:30:00-04:00,2018-07-05T10:03:00-04:00,453
2018-07-06T01:55:00-04:00,2018-07-06T08:12:00-04:00,377
2018-07-07T02:10:00-04:00,2018-07-07T09:31:00-04:00,441
2018-07-08T02:45:00-04:00,2018-07-08T10:31:00-04:00,466
2018-07-08T21:52:24-04:00,2018-07-09T07:58:00-04:00,605.586
2018-07-09T12:29:00-04:00,2018-07-09T13:13:00-04:00,44
2018-07-10T00:07:25-04:00,2018-07-10T08:03:00-04:00,475.567
2018-07-11T00:14:00-04:00,2018-07-11T08:44:00-04:00,510
2018-07-12T02:09:00-04:00,2018-07-12T11:51:00-04:00,582
2018-07-13T01:18:00-04:00,2018-07-13T08:01:00-04:00,403
2018-07-14T00:29:00-04:00,2018-07-14T12:46:00-04:00,737
2018-07-15T04:44:00-04:00,2018-07-15T07:31:00-04:00,167
2018-07-15T23:43:57-04:00,2018-07-16T08:09:00-04:00,505.036
2018-07-16T15:10:00-04:00,2018-07-16T15:44:00-04:00,34
2018-07-16T22:07:25-04:00,2018-07-17T07:12:00-04:00,544.571
2018-07-18T01:14:00-04:00,2018-07-18T13:00:00-04:00,706
2018-07-18T23:14:09-04:00,2018-07-19T11:27:00-04:00,732.849
2018-07-20T01:15:00-04:00,2018-07-20T08:45:00-04:00,450
2018-07-21T00:45:00-04:00,2018-07-21T07:45:00-04:00,420
2018-07-21T15:45:00-04:00,2018-07-21T16:00:00-04:00,15
2018-07-22T02:00:00-04:00,2018-07-22T11:43:00-04:00,583
2018-07-23T01:14:44-04:00,2018-07-23T08:15:00-04:00,420.265
2018-07-24T01:15:00-04:00,2018-07-24T11:02:00-04:00,587
2018-07-25T02:30:00-04:00,2018-07-25T08:32:00-04:00,362
2018-07-26T00:45:00-04:00,2018-07-26T11:29:00-04:00,644
2018-07-26T22:58:00-04:00,2018-07-27T10:15:00-04:00,677
2018-07-28T02:30:00-04:00,2018-07-28T09:50:00-04:00,440
2018-07-29T00:45:00-04:00,2018-07-29T10:31:00-04:00,586
2018-07-29T23:43:06-04:00,2018-07-30T07:03:00-04:00,439.888
2018-07-30T13:29:00-04:00,2018-07-30T15:01:00-04:00,92
2018-07-30T23:16:44-04:00,2018-07-31T05:30:00-04:00,373.254
2018-07-31T09:39:00-04:00,2018-07-31T10:05:00-04:00,26
2018-08-01T00:46:00-04:00,2018-08-01T10:46:00-04:00,600
2018-08-02T01:15:00-04:00,2018-08-02T10:45:00-04:00,570
2018-08-03T00:17:00-04:00,2018-08-03T08:03:00-04:00,466
2018-08-04T02:00:00-04:00,2018-08-04T09:57:00-04:00,477
2018-08-05T01:30:00-04:00,2018-08-05T11:24:00-04:00,594
2018-08-06T00:59:00-04:00,2018-08-06T07:58:00-04:00,419
2018-08-06T22:45:00-04:00,2018-08-07T07:30:00-04:00,525
2018-08-07T16:00:00-04:00,2018-08-07T16:30:00-04:00,30
2018-08-08T00:42:00-04:00,2018-08-08T07:29:00-04:00,407
2018-08-08T11:59:00-04:00,2018-08-08T12:43:00-04:00,44
2018-08-09T00:15:00-04:00,2018-08-09T07:12:00-04:00,417
2018-08-09T14:29:00-04:00,2018-08-09T14:59:00-04:00,30
2018-08-09T22:27:22-04:00,2018-08-10T07:42:00-04:00,554.633
2018-08-10T11:45:00-04:00,2018-08-10T13:41:00-04:00,116
2018-08-11T03:45:00-04:00,2018-08-11T12:58:00-04:00,553
2018-08-12T00:14:00-04:00,2018-08-12T09:58:00-04:00,584
2018-08-13T01:42:00-04:00,2018-08-13T06:59:00-04:00,317
2018-08-13T11:30:00-04:00,2018-08-13T13:31:00-04:00,121
2018-08-13T22:17:45-04:00,2018-08-14T07:04:00-04:00,526.237
2018-08-15T01:30:00-04:00,2018-08-15T12:29:00-04:00,659
2018-08-15T23:06:09-04:00,2018-08-16T08:15:00-04:00,548.845
2018-08-16T23:30:00-04:00,2018-08-17T08:34:00-04:00,544
2018-08-17T14:14:00-04:00,2018-08-17T15:32:00-04:00,78
2018-08-18T00:29:00-04:00,2018-08-18T11:42:00-04:00,673
2018-08-19T01:14:00-04:00,2018-08-19T10:12:00-04:00,538
2018-08-19T22:05:24-04:00,2018-08-20T07:13:00-04:00,547.595
